_date,referee,home,away,fouls_home,fouls_away,corners_home,corners_away,tackles_home,tackles_away,offsides_home,offsides_away,goal_kicks_home,goal_kicks_away,throw_ins_home,throw_ins_away,shots_home,shots_away,sot_home,sot_away,league_season
2023-02-01,Marc Bollengier,Rennes,Strasbourg,12,13,4,0,10,9,2,2,4,1,27,21,6,3,3,0,L1 22/23
2023-02-04,Bastien Dechepy,Paris S-G,Toulouse,9,13,6,2,12,16,1,4,4,10,18,11,22,12,5,5,L1 22/23
2023-02-04,François Letexier,Troyes,Lyon,10,14,5,6,16,25,3,2,3,5,16,13,8,10,2,6,L1 22/23
2023-02-04,Florent Batta,Rennes,Lille,16,9,2,1,19,19,1,4,9,5,15,15,10,15,6,6,L1 22/23
2023-02-05,Marc Bollengier,Clermont Foot,Monaco,9,21,2,4,17,22,0,2,9,7,13,22,8,14,3,5,L1 22/23
2023-02-05,Stéphanie Frappart,Strasbourg,Montpellier,11,16,4,7,21,14,0,5,8,5,23,21,6,11,2,0,L1 22/23
2023-02-05,Ruddy Buquet,Ajaccio,Nantes,16,16,2,1,20,21,0,2,5,10,28,28,8,6,2,2,L1 22/23
2023-02-05,Pierre Gaillouste,Auxerre,Reims,13,10,4,5,26,18,3,2,7,12,27,18,13,8,3,4,L1 22/23
2023-02-05,Willy Delajod,Lorient,Angers,16,16,8,6,22,21,0,0,7,9,17,21,13,12,2,5,L1 22/23
2023-02-05,Benoît Bastien,Brest,Lens,15,9,11,5,19,15,1,2,10,8,11,16,16,20,3,7,L1 22/23
2023-02-05,Clément Turpin,Marseille,Nice,10,5,9,1,15,24,1,0,5,14,25,24,22,14,5,8,L1 22/23
2023-02-10,Stéphanie Frappart,Nice,Ajaccio,9,7,5,5,8,16,2,2,5,7,15,16,11,6,3,3,L1 22/23
2023-02-11,Clément Turpin,Monaco,Paris S-G,9,11,3,2,23,19,2,1,3,8,25,19,19,7,9,2,L1 22/23
2023-02-11,Ruddy Buquet,Clermont Foot,Marseille,15,16,3,4,17,18,1,3,7,5,9,16,9,16,3,4,L1 22/23
2023-02-12,Jeremy Stinat,Toulouse,Rennes,12,16,2,7,31,24,3,0,6,6,18,30,13,13,7,4,L1 22/23
2023-02-12,Thomas Léonard,Angers,Auxerre,10,9,6,4,18,23,0,1,7,6,28,22,10,13,5,3,L1 22/23
2023-02-12,Hakim Ben El Hadj Salem,Lille,Strasbourg,13,13,5,4,10,18,1,4,3,6,19,5,13,5,9,0,L1 22/23
2023-02-12,Florent Batta,Montpellier,Brest,15,20,4,3,20,16,2,0,6,10,19,20,15,10,6,2,L1 22/23
2023-02-12,Jérémie Pignard,Reims,Troyes,13,14,5,2,27,27,3,2,6,8,17,25,20,7,10,2,L1 22/23
2023-02-12,Mathieu Vernice,Nantes,Lorient,12,11,7,3,27,21,1,1,8,8,19,26,12,9,5,4,L1 22/23
2023-02-12,Eric Wattellier,Lyon,Lens,15,11,2,5,22,18,4,4,10,4,13,24,11,14,5,4,L1 22/23
2023-02-17,Jérôme Brisard,Auxerre,Lyon,17,12,6,4,18,18,3,1,4,3,10,20,7,6,2,4,L1 22/23
2023-02-18,Marc Bollengier,Nice,Reims,9,13,9,0,19,12,1,2,7,11,14,18,16,9,1,1,L1 22/23
2023-02-18,François Letexier,Strasbourg,Angers,14,16,4,5,21,16,0,3,8,9,13,26,18,9,5,2,L1 22/23
2023-02-19,Willy Delajod,Paris S-G,Lille,9,19,3,6,14,17,1,3,7,3,9,15,12,15,10,6,L1 22/23
2023-02-19,Benoît Bastien,Troyes,Montpellier,12,9,2,10,18,17,0,0,8,4,18,12,4,19,2,7,L1 22/23
2023-02-19,Eric Wattellier,Lorient,Ajaccio,11,14,2,2,11,19,3,1,7,3,18,18,9,12,5,3,L1 22/23
2023-02-19,Hakim Ben El Hadj Salem,Brest,Monaco,8,10,5,5,18,23,1,6,6,7,22,22,12,9,3,3,L1 22/23
2023-02-19,Bastien Dechepy,Rennes,Clermont Foot,9,10,2,7,18,18,2,1,5,11,15,23,18,7,6,3,L1 22/23
2023-02-19,Pierre Gaillouste,Lens,Nantes,9,15,2,5,12,11,3,1,3,11,13,14,19,6,6,3,L1 22/23
2023-02-19,Stéphanie Frappart,Toulouse,Marseille,8,10,3,10,18,19,0,3,7,5,16,18,15,15,6,7,L1 22/23
2023-02-24,Pierre Gaillouste,Lille,Brest,8,11,11,2,15,19,2,2,4,11,18,20,18,3,4,0,L1 22/23
2023-02-25,Florent Batta,Angers,Lyon,16,6,2,2,23,20,3,1,4,8,15,23,11,7,2,5,L1 22/23
2023-02-25,Jérôme Brisard,Montpellier,Lens,12,13,4,6,11,13,4,1,11,6,16,16,8,19,3,6,L1 22/23
2023-02-26,Benoît Millot,Lorient,Auxerre,12,21,10,0,25,19,2,0,5,7,22,18,18,9,4,1,L1 22/23
2023-02-26,Willy Delajod,Clermont Foot,Strasbourg,17,25,7,2,26,20,3,4,13,8,25,19,11,12,4,6,L1 22/23
2023-02-26,Marc Bollengier,Ajaccio,Troyes,8,15,6,3,10,20,1,4,4,9,19,33,13,11,5,5,L1 22/23
2023-02-26,Mathieu Vernice,Reims,Toulouse,12,14,4,2,17,16,1,3,4,10,17,28,18,13,6,6,L1 22/23
2023-02-26,Jérémie Pignard,Nantes,Rennes,8,12,12,4,15,21,5,0,4,11,25,17,20,12,7,3,L1 22/23
2023-02-26,Benoît Bastien,Monaco,Nice,8,12,5,3,17,29,2,1,4,16,14,7,15,12,4,7,L1 22/23
2023-02-26,Clément Turpin,Marseille,Paris S-G,20,14,7,4,17,25,2,2,5,11,16,14,19,12,6,7,L1 22/23
2023-03-03,Bastien Dechepy,Nice,Auxerre,10,11,8,0,23,12,0,0,3,12,19,19,16,3,4,1,L1 22/23
2023-03-04,François Letexier,Lens,Lille,18,14,10,3,12,11,4,3,3,9,23,18,10,11,1,6,L1 22/23
2023-03-04,Jeremy Stinat,Paris S-G,Nantes,7,8,4,6,19,28,1,1,2,3,22,11,17,8,11,5,L1 22/23
2023-03-05,Stéphanie Frappart,Troyes,Monaco,8,8,3,4,18,8,2,5,12,4,13,21,13,17,5,4,L1 22/23
2023-03-05,Benoît Millot,Montpellier,Angers,10,18,6,5,19,16,0,0,8,7,27,10,14,10,7,4,L1 22/23
2023-03-05,Florent Batta,Toulouse,Clermont Foot,20,4,4,5,22,13,0,1,8,13,20,17,9,12,0,3,L1 22/23
2023-03-05,Ruddy Buquet,Strasbourg,Brest,14,17,9,2,13,17,1,3,7,12,30,25,16,8,4,1,L1 22/23
2023-03-05,Pierre Gaillouste,Reims,Ajaccio,19,21,2,1,18,15,3,2,6,12,30,13,12,5,3,1,L1 22/23
2023-03-05,Thomas Léonard,Lyon,Lorient,19,6,6,5,22,35,0,3,9,10,15,16,17,11,5,1,L1 22/23
2023-03-05,Eric Wattellier,Rennes,Marseille,10,10,4,3,16,24,1,1,8,7,22,19,13,11,2,4,L1 22/23
2023-03-10,Benoît Bastien,Lille,Lyon,20,19,4,0,22,11,1,0,5,7,18,33,6,6,4,5,L1 22/23
2023-03-11,Mathieu Vernice,Auxerre,Rennes,14,11,8,0,17,17,4,4,5,11,24,19,12,7,0,2,L1 22/23
2023-03-11,Marc Bollengier,Brest,Paris S-G,6,12,6,3,19,12,1,1,13,5,9,20,7,17,2,8,L1 22/23
2023-03-12,Jeremy Stinat,Clermont Foot,Lens,13,13,6,4,10,12,0,4,10,4,18,13,9,13,5,6,L1 22/23
2023-03-12,Clément Turpin,Lorient,Troyes,11,10,1,4,12,16,2,1,9,5,24,29,16,9,6,2,L1 22/23
2023-03-12,Hakim Ben El Hadj Salem,Ajaccio,Montpellier,13,19,1,3,23,29,0,0,6,6,31,24,7,11,1,4,L1 22/23
2023-03-12,Willy Delajod,Nantes,Nice,9,11,1,10,18,11,2,0,11,4,19,14,9,16,3,8,L1 22/23
2023-03-12,Pierre Gaillouste,Angers,Toulouse,8,11,6,8,13,13,1,3,3,10,15,28,13,8,2,5,L1 22/23
2023-03-12,Thomas Léonard,Monaco,Reims,9,14,3,3,16,9,3,1,8,6,20,19,14,17,3,8,L1 22/23
2023-03-12,Jérémie Pignard,Marseille,Strasbourg,6,15,1,8,17,23,1,1,9,5,25,18,6,24,3,8,L1 22/23
2023-03-17,Benoît Millot,Lyon,Nantes,13,7,5,2,23,24,1,5,7,7,21,16,11,11,6,5,L1 22/23
2023-03-18,Hakim Ben El Hadj Salem,Toulouse,Lille,12,2,12,8,21,11,2,0,7,9,14,12,16,18,4,4,L1 22/23
2023-03-18,Bastien Dechepy,Lens,Angers,7,15,4,4,17,7,2,2,4,7,13,22,12,3,6,1,L1 22/23
2023-03-19,Jeremy Stinat,Ajaccio,Monaco,20,13,1,4,19,20,0,3,6,5,20,22,10,8,1,4,L1 22/23
2023-03-19,Ruddy Buquet,Nice,Lorient,13,9,10,2,28,19,1,1,6,11,11,12,16,9,1,3,L1 22/23
2023-03-19,Eric Wattellier,Strasbourg,Auxerre,14,11,5,4,26,20,1,0,12,9,26,29,12,8,5,1,L1 22/23
2023-03-19,Florent Batta,Troyes,Brest,12,10,7,4,20,13,1,0,1,9,25,12,15,8,5,1,L1 22/23
2023-03-19,Pierre Gaillouste,Montpellier,Clermont Foot,15,15,11,4,13,23,1,1,8,11,21,16,23,16,9,8,L1 22/23
2023-03-19,Willy Delajod,Paris S-G,Rennes,11,12,6,3,11,20,5,0,7,9,18,8,17,10,8,3,L1 22/23
2023-03-19,François Letexier,Reims,Marseille,13,11,6,4,22,15,1,4,5,8,19,20,19,12,6,5,L1 22/23
2023-03-31,Thomas Léonard,Marseille,Montpellier,15,9,1,3,19,16,1,1,6,10,20,20,12,9,1,3,L1 22/23
2023-04-01,Jérôme Brisard,Auxerre,Troyes,7,15,4,5,17,14,0,3,6,7,16,19,13,14,5,1,L1 22/23
2023-04-01,Clément Turpin,Rennes,Lens,13,11,5,5,14,14,3,0,8,10,19,17,10,12,3,4,L1 22/23
2023-04-02,Jérémie Pignard,Lille,Lorient,14,9,5,1,23,18,2,1,3,11,12,14,20,2,7,1,L1 22/23
2023-04-02,Stéphanie Frappart,Brest,Toulouse,16,12,4,2,19,14,1,3,1,9,20,19,17,9,7,3,L1 22/23
2023-04-02,Eric Wattellier,Angers,Nice,8,11,5,2,15,29,1,0,9,6,16,23,13,12,6,3,L1 22/23
2023-04-02,Mathieu Vernice,Clermont Foot,Ajaccio,15,22,5,1,16,16,1,2,1,9,27,14,12,3,4,2,L1 22/23
2023-04-02,Marc Bollengier,Nantes,Reims,10,13,3,4,15,20,0,1,7,6,18,21,12,14,5,9,L1 22/23
2023-04-02,Willy Delajod,Monaco,Strasbourg,15,17,3,3,14,17,3,1,9,2,23,21,9,13,6,6,L1 22/23
2023-04-02,François Letexier,Paris S-G,Lyon,10,16,7,1,17,25,1,2,4,7,20,17,16,9,5,3,L1 22/23
2023-04-07,Pierre Gaillouste,Lens,Strasbourg,19,19,5,1,8,14,0,1,10,3,14,19,13,13,9,3,L1 22/23
2023-04-08,Mathieu Vernice,Angers,Lille,18,18,3,6,18,21,0,2,10,2,21,27,7,15,5,5,L1 22/23
2023-04-08,Jérémie Pignard,Nice,Paris S-G,8,2,10,5,19,26,1,3,7,9,12,14,21,13,7,4,L1 22/23
2023-04-09,Benoît Bastien,Lyon,Rennes,14,17,7,2,20,15,4,0,5,4,22,17,11,11,3,3,L1 22/23
2023-04-09,Florent Batta,Montpellier,Toulouse,16,19,4,3,6,21,1,1,12,9,23,18,15,15,8,8,L1 22/23
2023-04-09,Bastien Dechepy,Ajaccio,Auxerre,13,15,7,5,9,15,5,1,8,6,27,17,9,11,2,4,L1 22/23
2023-04-09,Benoît Millot,Reims,Brest,9,13,6,3,16,22,2,1,6,19,20,16,21,12,4,5,L1 22/23
2023-04-09,Jeremy Stinat,Troyes,Clermont Foot,18,9,3,2,14,25,0,1,6,9,21,20,9,12,3,4,L1 22/23
2023-04-09,Clément Turpin,Nantes,Monaco,13,11,6,8,9,25,2,2,2,5,20,21,9,16,2,9,L1 22/23
2023-04-09,Willy Delajod,Lorient,Marseille,10,18,3,6,18,18,1,0,10,5,16,13,9,13,5,2,L1 22/23
2023-04-14,François Letexier,Toulouse,Lyon,14,10,8,5,24,15,2,1,11,4,20,18,13,13,5,2,L1 22/23
2023-04-15,Jeremy Stinat,Rennes,Reims,12,14,6,4,24,16,1,5,6,5,24,24,23,5,8,1,L1 22/23
2023-04-15,Willy Delajod,Paris S-G,Lens,12,8,3,10,9,8,1,1,8,3,10,12,15,13,7,6,L1 22/23
2023-04-16,Jérôme Brisard,Lille,Montpellier,15,19,8,4,14,24,1,3,2,6,14,17,17,4,7,1,L1 22/23
2023-04-16,Eric Wattellier,Auxerre,Nantes,14,8,3,6,27,22,0,2,16,5,21,29,12,17,6,7,L1 22/23
2023-04-16,Stéphanie Frappart,Strasbourg,Ajaccio,14,19,5,0,16,10,0,2,3,8,15,21,11,8,4,1,L1 22/23
2023-04-16,Benoît Bastien,Brest,Nice,15,14,3,5,21,20,2,1,7,12,19,19,14,12,3,6,L1 22/23
2023-04-16,Thomas Léonard,Clermont Foot,Angers,12,15,6,6,22,20,1,1,4,6,23,15,10,7,3,4,L1 22/23
2023-04-16,Bastien Dechepy,Monaco,Lorient,18,10,5,3,18,15,3,0,4,8,26,17,11,6,6,3,L1 22/23
2023-04-16,Benoît Millot,Marseille,Troyes,13,8,8,1,35,19,1,0,0,13,23,17,28,4,6,2,L1 22/23
2023-04-21,Eric Wattellier,Angers,Paris S-G,6,8,5,8,21,15,3,0,2,9,8,10,16,10,4,4,L1 22/23
2023-04-22,Stéphanie Frappart,Auxerre,Lille,12,12,4,4,15,12,2,3,8,6,14,20,7,13,3,3,L1 22/23
2023-04-22,François Letexier,Lens,Monaco,8,14,2,4,14,12,1,1,5,11,15,17,21,11,7,4,L1 22/23
2023-04-23,Clément Turpin,Reims,Strasbourg,11,13,5,4,9,27,1,0,7,12,33,17,13,9,5,3,L1 22/23
2023-04-23,Jérémie Pignard,Nantes,Troyes,12,11,13,4,27,17,1,2,4,6,15,17,19,8,9,3,L1 22/23
2023-04-23,Benoît Millot,Nice,Clermont Foot,19,9,6,2,20,13,2,1,6,7,14,10,15,9,5,3,L1 22/23
2023-04-23,Jeremy Stinat,Ajaccio,Brest,11,20,4,4,11,22,2,1,5,4,22,23,3,10,2,2,L1 22/23
2023-04-23,Marc Bollengier,Lorient,Toulouse,13,13,2,7,17,24,0,1,11,9,25,16,9,13,1,4,L1 22/23
2023-04-23,Ruddy Buquet,Montpellier,Rennes,11,13,4,4,8,9,2,0,14,6,10,15,11,16,2,4,L1 22/23
2023-04-23,Jérôme Brisard,Lyon,Marseille,11,18,5,3,13,13,2,3,7,6,14,21,7,14,2,7,L1 22/23
2023-04-28,Ruddy Buquet,Strasbourg,Lyon,13,24,5,4,22,19,1,1,4,8,23,21,11,7,3,4,L1 22/23
2023-04-29,François Letexier,Lille,Ajaccio,10,13,9,0,12,25,2,4,2,6,20,12,10,2,5,0,L1 22/23
2023-04-30,Marc Bollengier,Monaco,Montpellier,11,12,3,11,15,14,2,1,11,5,24,14,7,19,4,9,L1 22/23
2023-04-30,Eric Wattellier,Troyes,Nice,7,10,3,14,15,20,1,0,12,5,8,12,9,30,6,12,L1 22/23
2023-04-30,Stéphanie Frappart,Clermont Foot,Reims,10,13,6,8,25,17,1,3,13,7,20,22,8,16,2,3,L1 22/23
2023-04-30,Florent Batta,Rennes,Angers,14,11,7,5,9,14,1,0,3,5,21,10,13,3,4,1,L1 22/23
2023-04-30,Jérôme Brisard,Paris S-G,Lorient,15,17,2,3,17,20,0,3,7,7,6,10,13,14,4,7,L1 22/23
2023-04-30,Jérémie Pignard,Marseille,Auxerre,7,6,12,1,19,9,2,0,5,22,22,17,25,11,4,3,L1 22/23
2023-05-02,Bastien Dechepy,Toulouse,Lens,5,7,5,0,16,19,2,2,13,10,32,14,9,11,2,3,L1 22/23
2023-05-03,Willy Delajod,Brest,Nantes,7,15,2,4,25,19,4,1,4,4,29,19,8,13,4,5,L1 22/23
2023-05-06,Willy Delajod,Nice,Rennes,11,11,4,7,20,17,4,0,14,6,21,10,11,14,4,4,L1 22/23
2023-05-06,Thomas Léonard,Reims,Lille,17,10,4,7,22,15,8,0,8,5,17,19,14,11,4,5,L1 22/23
2023-05-06,Clément Turpin,Lens,Marseille,12,16,7,7,16,22,1,2,6,4,24,28,9,14,3,3,L1 22/23
2023-05-07,Jeremy Stinat,Angers,Monaco,13,17,4,3,19,23,0,1,6,8,16,20,10,14,3,6,L1 22/23
2023-05-07,Florent Batta,Ajaccio,Toulouse,10,8,4,7,25,14,1,1,10,4,21,21,4,15,2,5,L1 22/23
2023-05-07,Benoît Millot,Lorient,Brest,13,22,4,6,25,27,2,0,11,4,15,24,6,14,3,1,L1 22/23
2023-05-07,Benoît Bastien,Nantes,Strasbourg,22,15,11,1,17,17,1,0,2,11,23,23,13,7,5,4,L1 22/23
2023-05-07,Marc Bollengier,Auxerre,Clermont Foot,19,13,2,2,12,21,2,2,6,6,22,15,12,9,4,4,L1 22/23
2023-05-07,Bastien Dechepy,Lyon,Montpellier,12,14,3,5,19,20,2,3,1,7,22,16,15,11,7,5,L1 22/23
2023-05-07,Ruddy Buquet,Troyes,Paris S-G,5,5,6,6,10,14,1,2,14,1,10,11,7,31,2,12,L1 22/23
2023-05-12,Jérémie Pignard,Lens,Reims,6,19,0,14,13,8,1,0,11,4,11,13,7,16,5,2,L1 22/23
2023-05-13,Jeremy Stinat,Strasbourg,Nice,14,9,2,3,22,25,0,1,9,4,25,19,11,9,2,4,L1 22/23
2023-05-13,Pierre Gaillouste,Paris S-G,Ajaccio,7,6,8,3,10,24,1,0,6,5,16,7,16,7,9,2,L1 22/23
2023-05-14,Ruddy Buquet,Clermont Foot,Lyon,17,10,5,2,12,18,2,3,11,3,13,16,8,14,5,3,L1 22/23
2023-05-14,Mathieu Vernice,Montpellier,Lorient,20,15,11,5,21,16,0,2,8,9,13,17,15,11,3,3,L1 22/23
2023-05-14,Jérôme Brisard,Toulouse,Nantes,6,13,10,5,16,17,3,2,4,10,24,12,14,8,6,1,L1 22/23
2023-05-14,Eric Wattellier,Brest,Auxerre,8,8,6,0,21,10,3,0,7,6,19,23,15,10,10,2,L1 22/23
2023-05-14,Stéphanie Frappart,Rennes,Troyes,4,9,9,1,13,11,3,1,5,11,15,15,26,4,9,0,L1 22/23
2023-05-14,Benoît Bastien,Monaco,Lille,19,13,3,4,17,12,3,0,6,4,24,20,8,10,1,4,L1 22/23
2023-05-14,Benoît Millot,Marseille,Angers,17,9,7,0,21,14,7,0,5,10,16,17,13,4,5,1,L1 22/23
2023-05-19,Benoît Millot,Lyon,Monaco,8,14,2,8,17,23,0,3,4,8,15,17,23,14,11,8,L1 22/23
2023-05-20,Ruddy Buquet,Nantes,Montpellier,14,8,10,6,23,18,2,2,4,11,20,14,13,13,3,6,L1 22/23
2023-05-20,Jérôme Brisard,Lille,Marseille,14,20,3,4,15,18,0,5,6,8,21,20,11,8,2,3,L1 22/23
2023-05-21,Eric Wattellier,Ajaccio,Rennes,8,14,2,5,16,13,2,2,9,7,17,8,2,13,0,7,L1 22/23
2023-05-21,Bastien Dechepy,Brest,Clermont Foot,16,11,7,1,17,13,2,0,10,13,21,24,10,8,3,1,L1 22/23
2023-05-21,Florent Batta,Reims,Angers,14,11,7,3,24,17,1,0,2,7,18,18,11,7,4,3,L1 22/23
2023-05-21,Jérémie Pignard,Nice,Toulouse,6,15,6,3,20,29,0,0,4,11,26,15,21,7,7,3,L1 22/23
2023-05-21,Clément Turpin,Troyes,Strasbourg,9,17,4,6,9,17,4,1,9,2,12,13,8,16,3,5,L1 22/23
2023-05-21,Stéphanie Frappart,Lorient,Lens,14,13,3,5,12,13,0,0,6,3,13,15,13,15,5,7,L1 22/23
2023-05-21,Benoît Bastien,Auxerre,Paris S-G,11,6,4,6,17,14,0,5,6,4,10,15,14,15,7,4,L1 22/23
2023-05-27,Eric Wattellier,Lille,Nantes,7,12,5,3,10,19,1,0,4,10,21,16,7,8,0,3,L1 22/23
2023-05-27,Clément Turpin,Rennes,Monaco,11,7,7,3,10,15,2,3,5,4,13,17,12,11,6,3,L1 22/23
2023-05-27,Jeremy Stinat,Lyon,Reims,10,15,7,4,20,13,4,4,10,11,11,19,23,10,7,1,L1 22/23
2023-05-27,Karim Abed,Angers,Troyes,12,7,14,3,10,18,2,1,5,11,24,18,18,5,5,3,L1 22/23
2023-05-27,Thomas Léonard,Lens,Ajaccio,12,12,9,2,7,11,2,1,4,11,11,12,11,6,2,0,L1 22/23
2023-05-27,Benoît Millot,Montpellier,Nice,12,16,2,10,16,35,1,1,9,6,19,12,13,23,7,14,L1 22/23
2023-05-27,Florent Batta,Clermont Foot,Lorient,13,12,9,1,22,12,1,1,8,8,11,24,18,5,7,0,L1 22/23
2023-05-27,Jérôme Brisard,Strasbourg,Paris S-G,9,8,4,2,22,17,2,2,4,11,9,13,17,7,5,2,L1 22/23
2023-05-27,Mathieu Vernice,Toulouse,Auxerre,18,14,6,3,16,13,4,1,9,11,19,20,10,16,3,2,L1 22/23
2023-05-27,Stéphanie Frappart,Marseille,Brest,14,16,3,5,17,14,1,0,10,7,17,22,10,15,4,5,L1 22/23
2023-06-03,Thomas Léonard,Paris S-G,Clermont Foot,17,11,6,2,7,18,1,0,6,7,10,9,15,11,5,5,L1 22/23
2023-06-03,Stéphanie Frappart,Monaco,Toulouse,10,11,4,7,21,18,4,1,10,9,19,15,19,22,7,8,L1 22/23
2023-06-03,Benoît Bastien,Ajaccio,Marseille,19,15,2,3,15,16,2,0,14,1,15,22,3,17,1,3,L1 22/23
2023-06-03,Pierre Gaillouste,Reims,Montpellier,16,9,4,7,12,18,1,2,4,13,24,15,11,16,5,7,L1 22/23
2023-06-03,Clément Turpin,Nantes,Angers,12,13,8,1,18,19,2,3,6,5,23,20,11,5,7,1,L1 22/23
2023-06-03,Eric Wattellier,Nice,Lyon,8,12,3,2,26,21,1,1,9,4,17,17,16,16,6,7,L1 22/23
2023-06-03,Jeremy Stinat,Troyes,Lille,9,15,2,8,8,15,4,4,14,4,10,15,8,18,3,7,L1 22/23
2023-06-03,Benoît Millot,Auxerre,Lens,10,16,5,5,19,10,3,4,7,10,17,9,17,15,4,7,L1 22/23
2023-06-03,Bastien Dechepy,Lorient,Strasbourg,9,15,4,4,20,16,5,1,7,1,8,21,5,15,3,7,L1 22/23
2023-06-03,Jérôme Brisard,Brest,Rennes,10,14,3,3,10,14,2,2,6,12,17,14,13,11,4,2,L1 22/23
